sample	submission date	publication date	last update	title	ids	attributes
SRS442757	2013-06-11T20:43:34.767	2014-08-09T05:06:20.983	2014-08-09T05:13:25.913	SEQC_ILM_NVS_C_3_L06_GGCTAC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L06;barcode:GGCTAC;flowcell:AD0902ACXX
SRS442758	2013-06-11T20:43:37.160	2014-08-09T05:06:11.147	2014-08-09T05:13:26.297	SEQC_ILM_NVS_C_3_L05_GGCTAC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L05;barcode:GGCTAC;flowcell:BD08PVACXX
SRS442759	2013-06-11T20:43:39.467	2014-08-09T05:06:30.847	2014-08-09T05:13:27.327	SEQC_ILM_NVS_C_3_L06_GGCTAC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L06;barcode:GGCTAC;flowcell:BD08PVACXX
SRS442760	2013-06-11T20:43:41.710	2014-08-09T05:06:34.003	2014-08-09T05:13:27.773	SEQC_ILM_NVS_C_3_L07_GGCTAC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L07;barcode:GGCTAC;flowcell:AD0902ACXX
SRS442761	2013-06-11T20:43:38.333	2014-08-09T05:06:43.467	2014-08-09T05:13:28.217	SEQC_ILM_NVS_C_3_L07_GGCTAC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L07;barcode:GGCTAC;flowcell:BD08PVACXX
SRS442762	2013-06-11T20:43:40.757	2014-08-09T05:06:46.550	2014-08-09T05:13:28.517	SEQC_ILM_NVS_C_3_L08_GGCTAC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L08;barcode:GGCTAC;flowcell:AD0902ACXX
SRS442763	2013-06-11T20:43:43.627	2014-08-09T05:06:57.347	2014-08-09T05:13:28.927	SEQC_ILM_NVS_C_3_L08_GGCTAC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L08;barcode:GGCTAC;flowcell:BD08PVACXX
SRS442764	2013-06-11T20:43:42.657	2014-08-09T05:07:08.207	2014-08-09T05:13:29.330	SEQC_ILM_NVS_C_4_L01_ATGTCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L01;barcode:ATGTCA;flowcell:AD0902ACXX
SRS442765	2013-06-11T20:43:44.607	2014-08-09T05:07:11.537	2014-08-09T05:13:29.607	SEQC_ILM_NVS_C_4_L01_ATGTCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L01;barcode:ATGTCA;flowcell:BD08PVACXX
SRS442766	2013-06-11T20:43:46.503	2014-08-09T05:07:14.777	2014-08-09T05:13:29.860	SEQC_ILM_NVS_C_4_L02_ATGTCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L02;barcode:ATGTCA;flowcell:AD0902ACXX
SRS442767	2013-06-11T20:43:45.527	2014-08-09T05:07:24.020	2014-08-09T05:13:30.153	SEQC_ILM_NVS_C_4_L02_ATGTCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L02;barcode:ATGTCA;flowcell:BD08PVACXX
SRS442768	2013-06-11T20:43:47.557	2014-08-09T03:48:10.453	2014-08-09T03:51:14.580	SEQC_ILM_NVS_C_4_L03_ATGTCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L03;barcode:ATGTCA;flowcell:AD0902ACXX
SRS442769	2013-06-11T20:43:48.537	2014-08-09T03:48:22.287	2014-08-09T03:51:15.130	SEQC_ILM_NVS_C_4_L03_ATGTCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L03;barcode:ATGTCA;flowcell:BD08PVACXX
SRS442770	2013-06-11T20:44:00.223	2014-08-09T03:48:31.390	2014-08-09T03:51:15.740	SEQC_ILM_NVS_C_4_L04_ATGTCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L04;barcode:ATGTCA;flowcell:AD0902ACXX
SRS442771	2013-06-11T20:43:49.627	2014-08-09T03:48:40.720	2014-08-09T03:51:16.377	SEQC_ILM_NVS_C_4_L04_ATGTCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L04;barcode:ATGTCA;flowcell:BD08PVACXX
SRS442772	2013-06-11T20:43:51.550	2014-08-09T03:48:57.340	2014-08-09T03:51:17.040	SEQC_ILM_NVS_C_4_L05_ATGTCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L05;barcode:ATGTCA;flowcell:AD0902ACXX
SRS442773	2013-06-11T20:43:50.583	2014-08-09T03:49:10.060	2014-08-09T03:51:17.453	SEQC_ILM_NVS_C_4_L05_ATGTCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L05;barcode:ATGTCA;flowcell:BD08PVACXX
SRS442774	2013-06-11T20:43:52.510	2014-08-09T05:11:07.303	2014-08-09T05:17:17.100	SEQC_ILM_NVS_C_4_L06_ATGTCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L06;barcode:ATGTCA;flowcell:AD0902ACXX
SRS442775	2013-06-11T20:43:56.357	2014-08-09T05:11:17.297	2014-08-09T05:17:17.500	SEQC_ILM_NVS_C_4_L06_ATGTCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L06;barcode:ATGTCA;flowcell:BD08PVACXX
SRS442776	2013-06-11T20:43:53.450	2014-08-09T05:11:30.330	2014-08-09T05:17:17.800	SEQC_ILM_NVS_C_4_L07_ATGTCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L07;barcode:ATGTCA;flowcell:AD0902ACXX
SRS442777	2013-06-11T20:43:55.383	2014-08-09T05:11:43.833	2014-08-09T05:17:18.150	SEQC_ILM_NVS_C_4_L07_ATGTCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L07;barcode:ATGTCA;flowcell:BD08PVACXX
SRS442778	2013-06-11T20:43:57.307	2014-08-09T05:11:50.233	2014-08-09T05:17:18.443	SEQC_ILM_NVS_C_4_L08_ATGTCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L08;barcode:ATGTCA;flowcell:AD0902ACXX
SRS442779	2013-06-11T20:43:54.377	2014-08-09T05:11:53.353	2014-08-09T05:17:18.743	SEQC_ILM_NVS_C_4_L08_ATGTCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (3:1);seqc sample:C;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L08;barcode:ATGTCA;flowcell:BD08PVACXX
SRS442780	2013-06-11T20:43:58.323	2014-08-09T05:12:02.820	2014-08-09T05:17:19.100	SEQC_ILM_NVS_D_1_L01_TGACCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L01;barcode:TGACCA;flowcell:AD0902ACXX
SRS442781	2013-06-11T20:44:02.177	2014-08-09T05:12:09.467	2014-08-09T05:17:19.633	SEQC_ILM_NVS_D_1_L01_TGACCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L01;barcode:TGACCA;flowcell:BD08PVACXX
SRS442782	2013-06-11T20:43:59.293	2014-08-09T05:12:16.177	2014-08-09T05:17:19.917	SEQC_ILM_NVS_D_1_L02_TGACCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L02;barcode:TGACCA;flowcell:AD0902ACXX
SRS442783	2013-06-11T20:44:01.210	2014-08-09T05:12:22.650	2014-08-09T05:17:20.213	SEQC_ILM_NVS_D_1_L02_TGACCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L02;barcode:TGACCA;flowcell:BD08PVACXX
SRS442784	2013-06-11T20:44:04.097	2014-08-09T05:12:28.843	2014-08-09T05:17:20.527	SEQC_ILM_NVS_D_1_L03_TGACCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L03;barcode:TGACCA;flowcell:AD0902ACXX
SRS442785	2013-06-11T20:44:03.183	2014-08-09T05:12:38.707	2014-08-09T05:17:20.807	SEQC_ILM_NVS_D_1_L03_TGACCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L03;barcode:TGACCA;flowcell:BD08PVACXX
SRS442786	2013-06-11T20:44:05.010	2014-08-09T05:12:51.550	2014-08-09T05:17:21.103	SEQC_ILM_NVS_D_1_L04_TGACCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L04;barcode:TGACCA;flowcell:AD0902ACXX
SRS442787	2013-06-11T20:44:07.040	2014-08-09T05:12:57.897	2014-08-09T05:17:21.410	SEQC_ILM_NVS_D_1_L04_TGACCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L04;barcode:TGACCA;flowcell:BD08PVACXX
SRS442788	2013-06-11T20:51:19.337	2014-08-09T05:13:08.060	2014-08-09T05:17:21.723	SEQC_ILM_NVS_D_1_L05_TGACCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L05;barcode:TGACCA;flowcell:AD0902ACXX
SRS442789	2013-06-11T20:50:45.690	2014-08-09T05:13:14.540	2014-08-09T05:17:22.010	SEQC_ILM_NVS_D_1_L05_TGACCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L05;barcode:TGACCA;flowcell:BD08PVACXX
SRS442790	2013-06-11T20:50:52.680	2014-08-09T05:13:24.840	2014-08-09T05:17:22.400	SEQC_ILM_NVS_D_1_L06_TGACCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L06;barcode:TGACCA;flowcell:AD0902ACXX
SRS442791	2013-06-11T20:51:21.337	2014-08-09T05:13:38.537	2014-08-09T05:17:22.750	SEQC_ILM_NVS_D_1_L06_TGACCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L06;barcode:TGACCA;flowcell:BD08PVACXX
SRS442792	2013-06-11T20:50:46.697	2014-08-09T05:13:51.627	2014-08-09T05:17:23.080	SEQC_ILM_NVS_D_1_L07_TGACCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L07;barcode:TGACCA;flowcell:AD0902ACXX
SRS442793	2013-06-11T20:50:51.660	2014-08-09T05:11:00.890	2014-08-09T05:17:23.707	SEQC_ILM_NVS_D_1_L07_TGACCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L07;barcode:TGACCA;flowcell:BD08PVACXX
SRS442794	2013-06-11T20:51:22.297	2014-08-09T05:11:13.973	2014-08-09T05:17:24.000	SEQC_ILM_NVS_D_1_L08_TGACCA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L08;barcode:TGACCA;flowcell:AD0902ACXX
SRS442795	2013-06-11T20:50:47.640	2014-08-09T05:11:20.680	2014-08-09T05:17:24.303	SEQC_ILM_NVS_D_1_L08_TGACCA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:1;lane:L08;barcode:TGACCA;flowcell:BD08PVACXX
SRS442796	2013-06-11T20:50:54.623	2014-08-09T05:11:40.187	2014-08-09T05:17:24.630	SEQC_ILM_NVS_D_2_L01_ACTTGA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L01;barcode:ACTTGA;flowcell:AD0902ACXX
SRS442797	2013-06-11T20:51:20.360	2014-08-09T05:11:56.457	2014-08-09T05:17:24.920	SEQC_ILM_NVS_D_2_L01_ACTTGA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L01;barcode:ACTTGA;flowcell:BD08PVACXX
SRS442798	2013-06-11T20:50:53.613	2014-08-09T05:12:19.520	2014-08-09T05:17:25.217	SEQC_ILM_NVS_D_2_L02_ACTTGA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L02;barcode:ACTTGA;flowcell:AD0902ACXX
SRS442799	2013-06-11T20:50:58.630	2014-08-09T05:12:31.900	2014-08-09T05:17:25.523	SEQC_ILM_NVS_D_2_L02_ACTTGA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L02;barcode:ACTTGA;flowcell:BD08PVACXX
SRS442800	2013-06-11T20:51:23.293	2014-08-09T05:12:44.640	2014-08-09T05:17:25.927	SEQC_ILM_NVS_D_2_L03_ACTTGA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L03;barcode:ACTTGA;flowcell:AD0902ACXX
SRS442801	2013-06-11T20:50:55.613	2014-08-09T05:13:01.030	2014-08-09T05:17:26.210	SEQC_ILM_NVS_D_2_L03_ACTTGA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L03;barcode:ACTTGA;flowcell:BD08PVACXX
SRS442802	2013-06-11T20:50:56.627	2014-08-09T05:13:21.283	2014-08-09T05:17:26.657	SEQC_ILM_NVS_D_2_L04_ACTTGA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L04;barcode:ACTTGA;flowcell:AD0902ACXX
SRS442803	2013-06-11T20:51:25.297	2014-08-09T05:13:32.063	2014-08-09T05:17:26.950	SEQC_ILM_NVS_D_2_L04_ACTTGA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L04;barcode:ACTTGA;flowcell:BD08PVACXX
SRS442804	2013-06-11T20:51:24.273	2014-08-09T03:35:05.800	2014-08-09T03:40:25.597	SEQC_ILM_NVS_D_2_L05_ACTTGA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L05;barcode:ACTTGA;flowcell:AD0902ACXX
SRS442805	2013-06-11T20:51:56.230	2014-08-09T03:35:21.190	2014-08-09T03:40:26.173	SEQC_ILM_NVS_D_2_L05_ACTTGA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L05;barcode:ACTTGA;flowcell:BD08PVACXX
SRS442806	2013-06-11T20:50:57.607	2014-08-09T03:35:57.590	2014-08-09T03:40:26.463	SEQC_ILM_NVS_D_2_L06_ACTTGA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L06;barcode:ACTTGA;flowcell:BD08PVACXX
SRS442807	2013-06-11T20:51:27.253	2014-08-09T03:35:39.783	2014-08-09T03:40:26.753	SEQC_ILM_NVS_D_2_L06_ACTTGA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L06;barcode:ACTTGA;flowcell:AD0902ACXX
SRS442808	2013-06-11T20:51:00.727	2014-08-09T03:36:13.967	2014-08-09T03:40:27.033	SEQC_ILM_NVS_D_2_L07_ACTTGA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L07;barcode:ACTTGA;flowcell:AD0902ACXX
SRS442809	2013-06-11T20:51:26.267	2014-08-09T03:36:39.517	2014-08-09T03:40:27.290	SEQC_ILM_NVS_D_2_L07_ACTTGA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L07;barcode:ACTTGA;flowcell:BD08PVACXX
SRS442810	2013-06-11T20:50:59.617	2014-08-09T03:36:53.427	2014-08-09T03:40:27.560	SEQC_ILM_NVS_D_2_L08_ACTTGA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L08;barcode:ACTTGA;flowcell:AD0902ACXX
SRS442811	2013-06-11T20:51:01.793	2014-08-09T03:37:18.080	2014-08-09T03:40:27.833	SEQC_ILM_NVS_D_2_L08_ACTTGA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:2;lane:L08;barcode:ACTTGA;flowcell:BD08PVACXX
SRS442812	2013-06-11T20:51:29.283	2014-08-09T03:37:40.497	2014-08-09T03:40:28.120	SEQC_ILM_NVS_D_3_L01_CTTGTA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L01;barcode:CTTGTA;flowcell:AD0902ACXX
SRS442813	2013-06-11T20:51:30.477	2014-08-09T03:37:56.520	2014-08-09T03:40:28.360	SEQC_ILM_NVS_D_3_L01_CTTGTA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L01;barcode:CTTGTA;flowcell:BD08PVACXX
SRS442814	2013-06-11T20:51:28.283	2014-08-09T03:38:07.480	2014-08-09T03:40:28.633	SEQC_ILM_NVS_D_3_L02_CTTGTA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L02;barcode:CTTGTA;flowcell:AD0902ACXX
SRS442815	2013-06-11T20:51:32.743	2014-08-09T03:38:22.957	2014-08-09T03:44:13.620	SEQC_ILM_NVS_D_3_L02_CTTGTA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L02;barcode:CTTGTA;flowcell:BD08PVACXX
SRS442816	2013-06-11T20:51:46.087	2014-08-09T03:38:32.363	2014-08-09T03:44:13.890	SEQC_ILM_NVS_D_3_L03_CTTGTA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L03;barcode:CTTGTA;flowcell:AD0902ACXX
SRS442817	2013-06-11T20:51:31.730	2014-08-09T03:38:48.147	2014-08-09T03:44:14.093	SEQC_ILM_NVS_D_3_L03_CTTGTA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L03;barcode:CTTGTA;flowcell:BD08PVACXX
SRS442818	2013-06-11T20:51:34.850	2014-08-09T03:39:03.790	2014-08-09T03:44:14.273	SEQC_ILM_NVS_D_3_L04_CTTGTA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L04;barcode:CTTGTA;flowcell:AD0902ACXX
SRS442819	2013-06-11T20:51:35.943	2014-08-09T03:39:14.227	2014-08-09T03:44:14.450	SEQC_ILM_NVS_D_3_L04_CTTGTA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L04;barcode:CTTGTA;flowcell:BD08PVACXX
SRS442820	2013-06-11T20:51:33.780	2014-08-09T03:39:23.410	2014-08-09T03:44:14.633	SEQC_ILM_NVS_D_3_L05_CTTGTA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L05;barcode:CTTGTA;flowcell:AD0902ACXX
SRS442821	2013-06-11T20:51:36.977	2014-08-09T03:39:29.623	2014-08-09T03:44:14.827	SEQC_ILM_NVS_D_3_L05_CTTGTA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L05;barcode:CTTGTA;flowcell:BD08PVACXX
SRS442822	2013-06-11T20:51:40.003	2014-08-09T03:39:44.820	2014-08-09T03:44:15.027	SEQC_ILM_NVS_D_3_L06_CTTGTA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L06;barcode:CTTGTA;flowcell:AD0902ACXX
SRS442823	2013-06-11T20:51:38.017	2014-08-09T03:39:56.897	2014-08-09T03:44:15.210	SEQC_ILM_NVS_D_3_L06_CTTGTA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L06;barcode:CTTGTA;flowcell:BD08PVACXX
SRS442824	2013-06-11T20:51:38.983	2014-08-09T03:40:06.110	2014-08-09T03:44:15.407	SEQC_ILM_NVS_D_3_L07_CTTGTA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L07;barcode:CTTGTA;flowcell:AD0902ACXX
SRS442825	2013-06-11T20:51:43.067	2014-08-09T03:40:16.383	2014-08-09T03:44:15.590	SEQC_ILM_NVS_D_3_L07_CTTGTA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L07;barcode:CTTGTA;flowcell:BD08PVACXX
SRS442826	2013-06-11T20:51:41.053	2014-08-09T05:09:10.290	2014-08-09T05:13:30.430	SEQC_ILM_NVS_D_3_L08_CTTGTA_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L08;barcode:CTTGTA;flowcell:AD0902ACXX
SRS442827	2013-06-11T20:51:42.043	2014-08-09T05:09:23.720	2014-08-09T05:13:30.713	SEQC_ILM_NVS_D_3_L08_CTTGTA_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:3;lane:L08;barcode:CTTGTA;flowcell:BD08PVACXX
SRS442828	2013-06-11T20:51:45.050	2014-08-09T05:09:33.803	2014-08-09T05:13:31.083	SEQC_ILM_NVS_D_4_L01_CCGTCC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L01;barcode:CCGTCC;flowcell:AD0902ACXX
SRS442829	2013-06-11T20:51:44.057	2014-08-09T05:09:46.703	2014-08-09T05:13:31.630	SEQC_ILM_NVS_D_4_L01_CCGTCC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L01;barcode:CCGTCC;flowcell:BD08PVACXX
