run,release_date,mbytes,library_layout,platform,tissue,celltype,readlen,srx,id,study
SRR1295226,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),169,Paired,ILLUMINA,intestine,esc,50,SRX549840,30903,GSM1396133: Single cell mRNA-seq_CSC6_F03; Homo sapiens; RNA-Seq
SRR1295225,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),165,Paired,ILLUMINA,intestine,esc,50,SRX549839,31003,GSM1396132: Single cell mRNA-seq_CSC6_F02; Homo sapiens; RNA-Seq
SRR1295224,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),70,Paired,ILLUMINA,intestine,esc,50,SRX549838,34499,GSM1396131: Single cell mRNA-seq_CSC6_F01; Homo sapiens; RNA-Seq
SRR1295223,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549837,39462,GSM1396130: Single cell mRNA-seq_CSC6_E12; Homo sapiens; RNA-Seq
SRR1295222,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549836,39461,GSM1396129: Single cell mRNA-seq_CSC6_E11; Homo sapiens; RNA-Seq
SRR1295221,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549835,39460,GSM1396128: Single cell mRNA-seq_CSC6_E10; Homo sapiens; RNA-Seq
SRR1295220,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549834,39459,GSM1396127: Single cell mRNA-seq_CSC6_E09; Homo sapiens; RNA-Seq
SRR1295219,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549833,39458,GSM1396126: Single cell mRNA-seq_CSC6_E08; Homo sapiens; RNA-Seq
SRR1295218,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549832,39457,GSM1396125: Single cell mRNA-seq_CSC6_E07; Homo sapiens; RNA-Seq
SRR1295217,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549831,39456,GSM1396124: Single cell mRNA-seq_CSC6_E06; Homo sapiens; RNA-Seq
SRR1295216,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549830,39455,GSM1396123: Single cell mRNA-seq_CSC6_E05; Homo sapiens; RNA-Seq
SRR1295215,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549829,39454,GSM1396122: Single cell mRNA-seq_CSC6_E04; Homo sapiens; RNA-Seq
SRR1295214,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549828,39453,GSM1396121: Single cell mRNA-seq_CSC6_E03; Homo sapiens; RNA-Seq
SRR1295213,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549827,39452,GSM1396120: Single cell mRNA-seq_CSC6_E02; Homo sapiens; RNA-Seq
SRR1295212,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),0,Paired,ILLUMINA,intestine,esc,50,SRX549826,39451,GSM1396119: Single cell mRNA-seq_CSC6_E01; Homo sapiens; RNA-Seq
SRR1295211,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),248,Paired,ILLUMINA,intestine,esc,50,SRX549825,29128,GSM1396118: Single cell mRNA-seq_CSC6_D12; Homo sapiens; RNA-Seq
SRR1295210,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),154,Paired,ILLUMINA,intestine,esc,50,SRX549824,31353,GSM1396117: Single cell mRNA-seq_CSC6_D11; Homo sapiens; RNA-Seq
SRR1295209,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),244,Paired,ILLUMINA,intestine,esc,50,SRX549823,29233,GSM1396116: Single cell mRNA-seq_CSC6_D10; Homo sapiens; RNA-Seq
SRR1295208,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),183,Paired,ILLUMINA,intestine,esc,50,SRX549822,30528,GSM1396115: Single cell mRNA-seq_CSC6_D09; Homo sapiens; RNA-Seq
SRR1295207,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),184,Paired,ILLUMINA,intestine,esc,50,SRX549821,30492,GSM1396114: Single cell mRNA-seq_CSC6_D08; Homo sapiens; RNA-Seq
SRR1295206,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),165,Paired,ILLUMINA,intestine,esc,50,SRX549820,31002,GSM1396113: Single cell mRNA-seq_CSC6_D07; Homo sapiens; RNA-Seq
SRR1295205,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),4,Paired,ILLUMINA,intestine,esc,50,SRX549819,37819,GSM1396112: Single cell mRNA-seq_CSC6_D06; Homo sapiens; RNA-Seq
SRR1295204,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),12,Paired,ILLUMINA,intestine,esc,50,SRX549818,37173,GSM1396111: Single cell mRNA-seq_CSC6_D05; Homo sapiens; RNA-Seq
SRR1295203,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),162,Paired,ILLUMINA,intestine,esc,50,SRX549817,31094,GSM1396110: Single cell mRNA-seq_CSC6_D04; Homo sapiens; RNA-Seq
SRR1295202,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),171,Paired,ILLUMINA,intestine,esc,50,SRX549816,30858,GSM1396109: Single cell mRNA-seq_CSC6_D03; Homo sapiens; RNA-Seq
SRR1295201,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),39,Paired,ILLUMINA,intestine,esc,50,SRX549815,36117,GSM1396108: Single cell mRNA-seq_CSC6_D02; Homo sapiens; RNA-Seq
SRR1295200,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),162,Paired,ILLUMINA,intestine,esc,50,SRX549814,31093,GSM1396107: Single cell mRNA-seq_CSC6_D01; Homo sapiens; RNA-Seq
SRR1295199,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),195,Paired,ILLUMINA,intestine,esc,50,SRX549813,30247,GSM1396106: Single cell mRNA-seq_CSC6_C12; Homo sapiens; RNA-Seq
SRR1295198,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),178,Paired,ILLUMINA,intestine,esc,50,SRX549812,30659,GSM1396105: Single cell mRNA-seq_CSC6_C11; Homo sapiens; RNA-Seq
SRR1295197,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),137,Paired,ILLUMINA,intestine,esc,50,SRX549811,31846,GSM1396104: Single cell mRNA-seq_CSC6_C10; Homo sapiens; RNA-Seq
SRR1295196,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),164,Paired,ILLUMINA,intestine,esc,50,SRX549810,31037,GSM1396103: Single cell mRNA-seq_CSC6_C09; Homo sapiens; RNA-Seq
SRR1295195,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),59,Paired,ILLUMINA,intestine,esc,50,SRX549809,35028,GSM1396102: Single cell mRNA-seq_CSC6_C08; Homo sapiens; RNA-Seq
SRR1295194,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),180,Paired,ILLUMINA,intestine,esc,50,SRX549808,30612,GSM1396101: Single cell mRNA-seq_CSC6_C07; Homo sapiens; RNA-Seq
SRR1295193,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),54,Paired,ILLUMINA,intestine,esc,50,SRX549807,35252,GSM1396100: Single cell mRNA-seq_CSC6_C06; Homo sapiens; RNA-Seq
SRR1295192,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),148,Paired,ILLUMINA,intestine,esc,50,SRX549806,31524,GSM1396099: Single cell mRNA-seq_CSC6_C05; Homo sapiens; RNA-Seq
SRR1295191,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),130,Paired,ILLUMINA,intestine,esc,50,SRX549805,32076,GSM1396098: Single cell mRNA-seq_CSC6_C04; Homo sapiens; RNA-Seq
SRR1295190,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),163,Paired,ILLUMINA,intestine,esc,50,SRX549804,31064,GSM1396097: Single cell mRNA-seq_CSC6_C03; Homo sapiens; RNA-Seq
SRR1295189,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),119,Paired,ILLUMINA,intestine,esc,50,SRX549803,32565,GSM1396096: Single cell mRNA-seq_CSC6_C02; Homo sapiens; RNA-Seq
SRR1295188,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),101,Paired,ILLUMINA,intestine,esc,50,SRX549802,33230,GSM1396095: Single cell mRNA-seq_CSC6_C01; Homo sapiens; RNA-Seq
SRR1295187,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),205,Paired,ILLUMINA,intestine,esc,50,SRX549801,30033,GSM1396094: Single cell mRNA-seq_CSC6_B12; Homo sapiens; RNA-Seq
SRR1295186,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),22,Paired,ILLUMINA,intestine,esc,50,SRX549800,36797,GSM1396093: Single cell mRNA-seq_CSC6_B11; Homo sapiens; RNA-Seq
SRR1295185,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),203,Paired,ILLUMINA,intestine,esc,50,SRX549799,30070,GSM1396092: Single cell mRNA-seq_CSC6_B10; Homo sapiens; RNA-Seq
SRR1295184,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),234,Paired,ILLUMINA,intestine,esc,50,SRX549798,29456,GSM1396091: Single cell mRNA-seq_CSC6_B09; Homo sapiens; RNA-Seq
SRR1295183,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),20,Paired,ILLUMINA,intestine,esc,50,SRX549797,36866,GSM1396090: Single cell mRNA-seq_CSC6_B08; Homo sapiens; RNA-Seq
SRR1295182,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),259,Paired,ILLUMINA,intestine,esc,50,SRX549796,28840,GSM1396089: Single cell mRNA-seq_CSC6_B07; Homo sapiens; RNA-Seq
SRR1295181,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),185,Paired,ILLUMINA,intestine,esc,50,SRX549795,30460,GSM1396088: Single cell mRNA-seq_CSC6_B06; Homo sapiens; RNA-Seq
SRR1295180,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),200,Paired,ILLUMINA,intestine,esc,50,SRX549794,30143,GSM1396087: Single cell mRNA-seq_CSC6_B05; Homo sapiens; RNA-Seq
SRR1295179,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),17,Paired,ILLUMINA,intestine,esc,50,SRX549793,36962,GSM1396086: Single cell mRNA-seq_CSC6_B04; Homo sapiens; RNA-Seq
SRR1295178,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),95,Paired,ILLUMINA,intestine,esc,50,SRX549792,33432,GSM1396085: Single cell mRNA-seq_CSC6_B03; Homo sapiens; RNA-Seq
SRR1295177,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),166,Paired,ILLUMINA,intestine,esc,50,SRX549791,30974,GSM1396084: Single cell mRNA-seq_CSC6_B02; Homo sapiens; RNA-Seq
SRR1295176,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),193,Paired,ILLUMINA,intestine,esc,50,SRX549790,30291,GSM1396083: Single cell mRNA-seq_CSC6_B01; Homo sapiens; RNA-Seq
SRR1295175,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),309,Paired,ILLUMINA,intestine,esc,50,SRX549789,28042,GSM1396082: Single cell mRNA-seq_CSC6_A12; Homo sapiens; RNA-Seq
SRR1295174,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),204,Paired,ILLUMINA,intestine,esc,50,SRX549788,30051,GSM1396081: Single cell mRNA-seq_CSC6_A11; Homo sapiens; RNA-Seq
SRR1295173,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),185,Paired,ILLUMINA,intestine,esc,50,SRX549787,30459,GSM1396080: Single cell mRNA-seq_CSC6_A10; Homo sapiens; RNA-Seq
SRR1295172,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),22,Paired,ILLUMINA,intestine,esc,50,SRX549786,36796,GSM1396079: Single cell mRNA-seq_CSC6_A09; Homo sapiens; RNA-Seq
SRR1295171,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),212,Paired,ILLUMINA,intestine,esc,50,SRX549785,29889,GSM1396078: Single cell mRNA-seq_CSC6_A08; Homo sapiens; RNA-Seq
SRR1295170,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),3,Paired,ILLUMINA,intestine,esc,50,SRX549784,37948,GSM1396077: Single cell mRNA-seq_CSC6_A07; Homo sapiens; RNA-Seq
SRR1295169,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),6,Paired,ILLUMINA,intestine,esc,50,SRX549783,37617,GSM1396076: Single cell mRNA-seq_CSC6_A06; Homo sapiens; RNA-Seq
SRR1295168,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),184,Paired,ILLUMINA,intestine,esc,50,SRX549782,30491,GSM1396075: Single cell mRNA-seq_CSC6_A05; Homo sapiens; RNA-Seq
SRR1295167,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),196,Paired,ILLUMINA,intestine,esc,50,SRX549781,30222,GSM1396074: Single cell mRNA-seq_CSC6_A04; Homo sapiens; RNA-Seq
SRR1295166,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),36,Paired,ILLUMINA,intestine,esc,50,SRX549780,36280,GSM1396073: Single cell mRNA-seq_CSC6_A03; Homo sapiens; RNA-Seq
SRR1295165,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),38,Paired,ILLUMINA,intestine,esc,50,SRX549779,36169,GSM1396072: Single cell mRNA-seq_CSC6_A02; Homo sapiens; RNA-Seq
SRR1295164,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),27,Paired,ILLUMINA,intestine,esc,50,SRX549778,36647,GSM1396071: Single cell mRNA-seq_CSC6_A01; Homo sapiens; RNA-Seq
SRR1295163,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),344,Paired,ILLUMINA,intestine,esc,200,SRX549777,27524,GSM1396070: Single cell mRNA-seq_MGH30L_H12; Homo sapiens; RNA-Seq
SRR1295162,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),271,Paired,ILLUMINA,intestine,esc,200,SRX549776,28590,GSM1396069: Single cell mRNA-seq_MGH30L_H11; Homo sapiens; RNA-Seq
SRR1295161,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),183,Paired,ILLUMINA,intestine,esc,200,SRX549775,30529,GSM1396068: Single cell mRNA-seq_MGH30L_H10; Homo sapiens; RNA-Seq
SRR1295160,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),373,Paired,ILLUMINA,intestine,esc,200,SRX549774,27138,GSM1396067: Single cell mRNA-seq_MGH30L_H09; Homo sapiens; RNA-Seq
SRR1295159,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),325,Paired,ILLUMINA,intestine,esc,200,SRX549773,27825,GSM1396066: Single cell mRNA-seq_MGH30L_H08; Homo sapiens; RNA-Seq
SRR1295158,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),294,Paired,ILLUMINA,intestine,esc,200,SRX549772,28236,GSM1396065: Single cell mRNA-seq_MGH30L_H07; Homo sapiens; RNA-Seq
SRR1295157,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),295,Paired,ILLUMINA,intestine,esc,200,SRX549771,28225,GSM1396064: Single cell mRNA-seq_MGH30L_H06; Homo sapiens; RNA-Seq
SRR1295156,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),258,Paired,ILLUMINA,intestine,esc,200,SRX549770,28864,GSM1396063: Single cell mRNA-seq_MGH30L_H05; Homo sapiens; RNA-Seq
SRR1295155,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),285,Paired,ILLUMINA,intestine,esc,200,SRX549769,28365,GSM1396062: Single cell mRNA-seq_MGH30L_H04; Homo sapiens; RNA-Seq
SRR1295154,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),244,Paired,ILLUMINA,intestine,esc,200,SRX549768,29234,GSM1396061: Single cell mRNA-seq_MGH30L_H03; Homo sapiens; RNA-Seq
SRR1295153,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),278,Paired,ILLUMINA,intestine,esc,200,SRX549767,28475,GSM1396060: Single cell mRNA-seq_MGH30L_H02; Homo sapiens; RNA-Seq
SRR1295152,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),21,Paired,ILLUMINA,intestine,esc,200,SRX549766,36834,GSM1396059: Single cell mRNA-seq_MGH30L_H01; Homo sapiens; RNA-Seq
SRR1295151,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),326,Paired,ILLUMINA,intestine,esc,200,SRX549765,27817,GSM1396058: Single cell mRNA-seq_MGH30L_G12; Homo sapiens; RNA-Seq
SRR1295150,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),257,Paired,ILLUMINA,intestine,esc,200,SRX549764,28886,GSM1396057: Single cell mRNA-seq_MGH30L_G11; Homo sapiens; RNA-Seq
SRR1295149,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),282,Paired,ILLUMINA,intestine,esc,200,SRX549763,28414,GSM1396056: Single cell mRNA-seq_MGH30L_G10; Homo sapiens; RNA-Seq
SRR1295148,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),401,Paired,ILLUMINA,intestine,esc,200,SRX549762,26772,GSM1396055: Single cell mRNA-seq_MGH30L_G09; Homo sapiens; RNA-Seq
SRR1295147,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),275,Paired,ILLUMINA,intestine,esc,200,SRX549761,28529,GSM1396054: Single cell mRNA-seq_MGH30L_G08; Homo sapiens; RNA-Seq
SRR1295146,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),336,Paired,ILLUMINA,intestine,esc,200,SRX549760,27645,GSM1396053: Single cell mRNA-seq_MGH30L_G07; Homo sapiens; RNA-Seq
SRR1295145,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),330,Paired,ILLUMINA,intestine,esc,200,SRX549759,27759,GSM1396052: Single cell mRNA-seq_MGH30L_G06; Homo sapiens; RNA-Seq
SRR1295144,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),226,Paired,ILLUMINA,intestine,esc,200,SRX549758,29603,GSM1396051: Single cell mRNA-seq_MGH30L_G05; Homo sapiens; RNA-Seq
SRR1295143,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),260,Paired,ILLUMINA,intestine,esc,200,SRX549757,28818,GSM1396050: Single cell mRNA-seq_MGH30L_G04; Homo sapiens; RNA-Seq
SRR1295142,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),51,Paired,ILLUMINA,intestine,esc,200,SRX549756,35404,GSM1396049: Single cell mRNA-seq_MGH30L_G03; Homo sapiens; RNA-Seq
SRR1295141,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),69,Paired,ILLUMINA,intestine,esc,200,SRX549755,34560,GSM1396048: Single cell mRNA-seq_MGH30L_G02; Homo sapiens; RNA-Seq
SRR1295140,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),284,Paired,ILLUMINA,intestine,esc,200,SRX549754,28382,GSM1396047: Single cell mRNA-seq_MGH30L_G01; Homo sapiens; RNA-Seq
SRR1295139,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),260,Paired,ILLUMINA,intestine,esc,200,SRX549753,28817,GSM1396046: Single cell mRNA-seq_MGH30L_F12; Homo sapiens; RNA-Seq
SRR1295138,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),250,Paired,ILLUMINA,intestine,esc,200,SRX549752,29078,GSM1396045: Single cell mRNA-seq_MGH30L_F11; Homo sapiens; RNA-Seq
SRR1295137,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),254,Paired,ILLUMINA,intestine,esc,200,SRX549751,28956,GSM1396044: Single cell mRNA-seq_MGH30L_F10; Homo sapiens; RNA-Seq
SRR1295136,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),375,Paired,ILLUMINA,intestine,esc,200,SRX549750,27111,GSM1396043: Single cell mRNA-seq_MGH30L_F09; Homo sapiens; RNA-Seq
SRR1295135,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),302,Paired,ILLUMINA,intestine,esc,200,SRX549749,28136,GSM1396042: Single cell mRNA-seq_MGH30L_F08; Homo sapiens; RNA-Seq
SRR1295134,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),148,Paired,ILLUMINA,intestine,esc,200,SRX549748,31525,GSM1396041: Single cell mRNA-seq_MGH30L_F07; Homo sapiens; RNA-Seq
SRR1295133,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),279,Paired,ILLUMINA,intestine,esc,200,SRX549747,28455,GSM1396040: Single cell mRNA-seq_MGH30L_F06; Homo sapiens; RNA-Seq
SRR1295132,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),87,Paired,ILLUMINA,intestine,esc,200,SRX549746,33715,GSM1396039: Single cell mRNA-seq_MGH30L_F05; Homo sapiens; RNA-Seq
SRR1295131,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),63,Paired,ILLUMINA,intestine,esc,200,SRX549745,34840,GSM1396038: Single cell mRNA-seq_MGH30L_F04; Homo sapiens; RNA-Seq
SRR1295130,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),283,Paired,ILLUMINA,intestine,esc,200,SRX549744,28399,GSM1396037: Single cell mRNA-seq_MGH30L_F03; Homo sapiens; RNA-Seq
SRR1295129,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),304,Paired,ILLUMINA,intestine,esc,200,SRX549743,28113,GSM1396036: Single cell mRNA-seq_MGH30L_F02; Homo sapiens; RNA-Seq
SRR1295128,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),189,Paired,ILLUMINA,intestine,esc,200,SRX549742,30367,GSM1396035: Single cell mRNA-seq_MGH30L_F01; Homo sapiens; RNA-Seq
SRR1295127,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),341,Paired,ILLUMINA,intestine,esc,200,SRX549741,27563,GSM1396034: Single cell mRNA-seq_MGH30L_E12; Homo sapiens; RNA-Seq
SRR1295126,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),325,Paired,ILLUMINA,intestine,esc,200,SRX549740,27824,GSM1396033: Single cell mRNA-seq_MGH30L_E11; Homo sapiens; RNA-Seq
SRR1295125,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),114,Paired,ILLUMINA,intestine,esc,200,SRX549739,32757,GSM1396032: Single cell mRNA-seq_MGH30L_E10; Homo sapiens; RNA-Seq
SRR1295124,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),373,Paired,ILLUMINA,intestine,esc,200,SRX549738,27137,GSM1396031: Single cell mRNA-seq_MGH30L_E09; Homo sapiens; RNA-Seq
SRR1295123,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),370,Paired,ILLUMINA,intestine,esc,200,SRX549737,27173,GSM1396030: Single cell mRNA-seq_MGH30L_E08; Homo sapiens; RNA-Seq
SRR1295122,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),330,Paired,ILLUMINA,intestine,esc,200,SRX549736,27758,GSM1396029: Single cell mRNA-seq_MGH30L_E07; Homo sapiens; RNA-Seq
SRR1295121,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),32,Paired,ILLUMINA,intestine,esc,200,SRX549735,36466,GSM1396028: Single cell mRNA-seq_MGH30L_E06; Homo sapiens; RNA-Seq
SRR1295120,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),286,Paired,ILLUMINA,intestine,esc,200,SRX549734,28359,GSM1396027: Single cell mRNA-seq_MGH30L_E05; Homo sapiens; RNA-Seq
SRR1295119,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),21,Paired,ILLUMINA,intestine,esc,200,SRX549733,36833,GSM1396026: Single cell mRNA-seq_MGH30L_E04; Homo sapiens; RNA-Seq
SRR1295118,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),103,Paired,ILLUMINA,intestine,esc,200,SRX549732,33156,GSM1396025: Single cell mRNA-seq_MGH30L_E03; Homo sapiens; RNA-Seq
SRR1295117,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),54,Paired,ILLUMINA,intestine,esc,200,SRX549731,35253,GSM1396024: Single cell mRNA-seq_MGH30L_E02; Homo sapiens; RNA-Seq
SRR1295116,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),276,Paired,ILLUMINA,intestine,esc,200,SRX549730,28507,GSM1396023: Single cell mRNA-seq_MGH30L_E01; Homo sapiens; RNA-Seq
SRR1295115,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),274,Paired,ILLUMINA,intestine,esc,200,SRX549729,28545,GSM1396022: Single cell mRNA-seq_MGH30L_D12; Homo sapiens; RNA-Seq
SRR1295114,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),277,Paired,ILLUMINA,intestine,esc,200,SRX549728,28493,GSM1396021: Single cell mRNA-seq_MGH30L_D11; Homo sapiens; RNA-Seq
SRR1295113,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),296,Paired,ILLUMINA,intestine,esc,200,SRX549727,28212,GSM1396020: Single cell mRNA-seq_MGH30L_D10; Homo sapiens; RNA-Seq
SRR1295112,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),302,Paired,ILLUMINA,intestine,esc,200,SRX549726,28135,GSM1396019: Single cell mRNA-seq_MGH30L_D09; Homo sapiens; RNA-Seq
SRR1295111,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),338,Paired,ILLUMINA,intestine,esc,200,SRX549725,27614,GSM1396018: Single cell mRNA-seq_MGH30L_D08; Homo sapiens; RNA-Seq
SRR1295110,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),272,Paired,ILLUMINA,intestine,esc,200,SRX549724,28576,GSM1396017: Single cell mRNA-seq_MGH30L_D07; Homo sapiens; RNA-Seq
SRR1295109,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),233,Paired,ILLUMINA,intestine,esc,200,SRX549723,29475,GSM1396016: Single cell mRNA-seq_MGH30L_D06; Homo sapiens; RNA-Seq
SRR1295108,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),281,Paired,ILLUMINA,intestine,esc,200,SRX549722,28424,GSM1396015: Single cell mRNA-seq_MGH30L_D05; Homo sapiens; RNA-Seq
SRR1295107,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),293,Paired,ILLUMINA,intestine,esc,200,SRX549721,28248,GSM1396014: Single cell mRNA-seq_MGH30L_D04; Homo sapiens; RNA-Seq
SRR1295106,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),245,Paired,ILLUMINA,intestine,esc,200,SRX549720,29206,GSM1396013: Single cell mRNA-seq_MGH30L_D03; Homo sapiens; RNA-Seq
SRR1295105,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),311,Paired,ILLUMINA,intestine,esc,200,SRX549719,28016,GSM1396012: Single cell mRNA-seq_MGH30L_D02; Homo sapiens; RNA-Seq
SRR1295104,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),251,Paired,ILLUMINA,intestine,esc,200,SRX549718,29058,GSM1396011: Single cell mRNA-seq_MGH30L_D01; Homo sapiens; RNA-Seq
SRR1295103,Thu Jun 12 2014 16:16:06 GMT-0400 (EDT),157,Paired,ILLUMINA,intestine,esc,200,SRX549717,31259,GSM1396010: Single cell mRNA-seq_MGH30L_C12; Homo sapiens; RNA-Seq
